,序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音,definition
7869,7870,神父,精熟,第6級,,29,19,"[['神父', ['34690']]]",ㄕㄣˊ ㄈㄨˋ,shénfù,father (Catholic or Orthodox priest)
7870,7871,審核,精熟,第6級,,5,4,"[['審核', ['34755']]]",ㄕㄣˇ ㄏㄜˊ,shěnhé,"to audit, to investigate thoroughly"
7871,7872,深厚,精熟,第6級,,13,9,"[['深厚', ['34640']]]",ㄕㄣ ㄏㄡˋ,shēnhòu,"deep, profound"
7872,7873,神經質,精熟,第6級,,8,1,[],ㄕㄣˊ ㄐㄧㄥ ㄓˊ,shénjīngzhí,"nervous, on edge, excitable, neurotic"
7873,7874,神明,精熟,第6級,,12,7,"[['神明', ['34688']]]",ㄕㄣˊ ㄇㄧㄥˊ,shénmíng,"deities, gods"
7874,7875,審判,精熟,第6級,,17,4,"[['審判', ['34749']]]",ㄕㄣˇ ㄆㄢˋ,shěnpàn,"a trial, to try sb"
7875,7876,深切,精熟,第6級,,9,5,"[['深切', ['34646']]]",ㄕㄣ ㄑㄧㄝˋ,shēnqiè,"deeply felt, heartfelt, sincere, honest"
7876,7877,神情,精熟,第6級,,31,7,"[['神情', ['34716']]]",ㄕㄣˊ ㄑㄧㄥˊ,shénqíng,"look, expression"
7877,7878,深情,精熟,第6級,,9,1,"[['深情', ['34649']]]",ㄕㄣ ㄑㄧㄥˊ,shēnqíng,"deep emotion, deep feeling, deep love"
7878,7879,身軀,精熟,第6級,,13,5,"[['身軀', ['34614']]]",ㄕㄣ ㄑㄩ,shēnqū,body
7879,7880,神色,精熟,第6級,,13,1,"[['神色', ['34734']]]",ㄕㄣˊ ㄙㄜˋ,shénsè,"expression, look"
7880,7881,深山,精熟,第6級,,13,9,"[['深山', ['34657']]]",ㄕㄣ ㄕㄢ,shēnshān,deep in the mountains
7881,7882,審視,精熟,第6級,,12,2,"[['審視', ['34760']]]",ㄕㄣˇ ㄕˋ,shěnshì,"to look closely at, to examine"
7882,7883,紳士,精熟,第6級,,13,1,"[['紳士', ['34592']]]",ㄕㄣ ㄕˋ,shēnshì,gentleman
7883,7884,身世,精熟,第6級,,9,2,"[['身世', ['34618']]]",ㄕㄣ ㄕˋ,shēnshì,"one's life experience, one's lot, one's past history"
7884,7885,深思,精熟,第6級,,11,5,"[['深思', ['34664']]]",ㄕㄣ ㄙ,shēnsī,"to ponder, to consider"
7885,7886,神態,精熟,第6級,,7,1,"[['神態', ['34691']]]",ㄕㄣˊ ㄊㄞˋ,shéntài,"appearance, manner, bearing, deportment, look, expression, mien"
7886,7887,身亡,精熟,第6級,,10,8,"[['身亡', ['34626']]]",ㄕㄣ ㄨㄤˊ,shēnwáng,to die
7887,7888,身為,精熟,第6級,,65,53,[],ㄕㄣ ㄨㄟˊ,shēnwéi,"in the capacity of, as"
7888,7889,深信,精熟,第6級,,16,5,"[['深信', ['34650']]]",ㄕㄣ ㄒㄧㄣˋ,shēnxìn,to believe firmly
7889,7890,身形,精熟,第6級,,6,1,[],ㄕㄣ ㄒㄧㄥˊ,shēnxíng,figure (esp. a woman's)
7890,7891,呻吟,精熟,第6級,,11,1,"[['呻吟', ['34589']]]",ㄕㄣ ㄧㄣˊ,shēnyín,"to moan, to groan"
7891,7892,深淵,精熟,第6級,,9,3,"[['深淵', ['34671']]]",ㄕㄣ ㄩㄢ,shēnyuān,abyss
7892,7893,伸展,精熟,第6級,,30,6,"[['伸展', ['34578']]]",ㄕㄣ ㄓㄢˇ,shēnzhǎn,"stretching, extension"
7893,7894,深知,精熟,第6級,,15,2,[],ㄕㄣ ㄓ,shēnzhī,"to know well, to be fully aware of"
7894,7895,慎重,精熟,第6級,,12,4,"[['慎重', ['34785']]]",ㄕㄣˋ ㄓㄨㄥˋ,shènzhòng,"cautious, careful, prudent"
7895,7896,聲稱,精熟,第6級,,13,4,"[['聲稱', ['35141']]]",ㄕㄥ ㄔㄥ,shēngchēng,"to claim, to state, to proclaim, to assert"
7896,7897,牲畜,精熟,第6級,,8,12,"[['牲畜', ['35110']]]",ㄕㄥ ㄔㄨˋ,shēngchù,"domesticated animals, livestock"
7897,7898,盛大,精熟,第6級,,9,8,"[['盛大', ['35195']]]",ㄕㄥˋ ㄉㄚˋ,shèngdà,"grand, majestic, magnificent"
7898,7899,勝負,精熟,第6級,,10,4,"[['勝負', ['35224']]]",ㄕㄥˋ ㄈㄨˋ,shèngfù,"victory or defeat, the outcome of a battle"
7899,7900,升高,精熟,第6級,,15,25,"[['升高', ['34988']]]",ㄕㄥ ㄍㄠ,shēnggāo,"to raise, to ascend"
7900,7901,升官,精熟,第6級,,6,2,"[['升官', ['34989']]]",ㄕㄥ ㄍㄨㄢ,shēngguān,to get promoted
7901,7902,勝過,精熟,第6級,,15,5,[],ㄕㄥˋ ㄍㄨㄛˋ,shèngguò,"to excel, to surpass"
7902,7903,生計,精熟,第6級,,7,14,"[['生計', ['35052']]]",ㄕㄥ ㄐㄧˋ,shēngjì,livelihood
7903,7904,生機,精熟,第6級,,9,19,"[['生機', ['35051']]]",ㄕㄥ ㄐㄧ,shēngjī,"opportunity to live, to reprieve from death, life force, vitality"
7904,7905,聖經,精熟,第6級,,28,6,"[['聖經', ['35249']]]",ㄕㄥˋ ㄐㄧㄥ,shèngjīng,"the Confucian classics, (Christianity, Judaism) the holy scriptures, CL:本[ben3], 部[bu4]"
7905,7906,盛開,精熟,第6級,,8,7,"[['盛開', ['35199']]]",ㄕㄥˋ ㄎㄞ,shèngkāi,"blooming, in full flower"
7906,7907,聲明,精熟,第6級,,18,16,"[['聲明', ['35123']]]",ㄕㄥ ㄇㄧㄥˊ,shēngmíng,"to state, to declare, statement, declaration, CL:項|项[xiang4], 份[fen4]"
7907,7908,生母,精熟,第6級,,15,1,"[['生母', ['35017']]]",ㄕㄥ ㄇㄨˇ,shēngmǔ,"natural mother, birth mother"
7908,7909,生平,精熟,第6級,,14,5,"[['生平', ['35011']]]",ㄕㄥ ㄆㄧㄥˊ,shēngpíng,"life (a person's whole life), in one's entire life"
7909,7910,生前,精熟,第6級,,18,7,"[['生前', ['35057']]]",ㄕㄥ ㄑㄧㄢˊ,shēngqián,"(of a deceased) during one's life, while living"
7910,7911,升遷,精熟,第6級,,13,2,"[['升遷', ['34996']]]",ㄕㄥ ㄑㄧㄢ,shēngqiān,"to advance to a higher-level position, to be promoted to a higher position in a new department"
7911,7912,聖人,精熟,第6級,,21,3,"[['聖人', ['35257']]]",ㄕㄥˋ ㄖㄣˊ,shèngrén,"sage, the Sage (i.e. Confucius), (old) (respectful way of addressing a monarch) Your sagacious Majesty, (religion) saint"
7912,7913,勝任,精熟,第6級,,10,3,"[['勝任', ['35116']]]",ㄕㄥ ㄖㄣˋ,shēngrèn,"qualified, competent (professionally), to be up to a task"
7913,7914,聲勢,精熟,第6級,,11,6,"[['聲勢', ['35142']]]",ㄕㄥ ㄕˋ,shēngshì,"fame and power, prestige, influence, impetus, momentum"
7914,7915,生死,精熟,第6級,,22,19,[],ㄕㄥ ㄙˇ,shēngsǐ,life or death
7915,7916,繩索,精熟,第6級,,14,4,"[['繩索', ['35166']]]",ㄕㄥˊ ㄙㄨㄛˇ,shéngsuǒ,rope
7916,7917,聲望,精熟,第6級,,11,4,"[['聲望', ['35153']]]",ㄕㄥ ㄨㄤˋ,shēngwàng,"popularity, prestige"
7917,7918,生效,精熟,第6級,,3,5,"[['生效', ['35062']]]",ㄕㄥ ㄒㄧㄠˋ,shēngxiào,"to take effect, to go into effect"
7918,7919,盛行,精熟,第6級,,13,9,"[['盛行', ['35210']]]",ㄕㄥˋ ㄒㄧㄥˊ,shèngxíng,"to be in vogue, to be popular, to be prevalent"
7919,7920,生涯,精熟,第6級,,50,16,"[['生涯', ['35099']]]",ㄕㄥ ㄧㄚˊ,shēngyá,"career, life (way in which sb lives), period of one's life"
7920,7921,生育,精熟,第6級,,12,5,"[['生育', ['35105']]]",ㄕㄥ ㄩˋ,shēngyù,"to bear, to give birth, to grow, to rear, to bring up (children), fertility"
7921,7922,聲譽,精熟,第6級,,8,3,"[['聲譽', ['35154']]]",ㄕㄥ ㄩˋ,shēngyù,"reputation, fame"
7922,7923,生殖,精熟,第6級,,8,7,"[['生殖', ['35065']]]",ㄕㄥ ㄓˊ,shēngzhí,"to reproduce, to flourish"
7923,7924,升值,精熟,第6級,,2,1,"[['升值', ['34998']]]",ㄕㄥ ㄓˊ,shēngzhí,"to rise in value, to appreciate"
7924,7925,拾,精熟,第6級,,7,1,"[['拾', ['33330', '33958']]]",ㄕˊ,shí,"to pick up, to collate or arrange, ten (banker's anti-fraud numeral)"
7925,7926,視,精熟,第6級,,52,18,"[['視', ['33551']]]",ㄕˋ,shì,(bound form) to look at
7926,7927,屎,精熟,第6級,,13,1,"[['屎', ['33496']]]",ㄕˇ,shǐ,"stool, feces, ear wax, nasal mucus"
7927,7928,石碑,精熟,第6級,,8,2,"[['石碑', ['33296']]]",ㄕˊ ㄅㄟ,shíbēi,"stele, stone tablet (for inscription), CL:方[fang1]"
7928,7929,勢必,精熟,第6級,,19,14,"[['勢必', ['33714']]]",ㄕˋ ㄅㄧˋ,shìbì,"to be bound to, undoubtedly will"
7929,7930,事變,精熟,第6級,,13,1,"[['事變', ['33641']]]",ㄕˋ ㄅㄧㄢˋ,shìbiàn,"incident, unforeseen event, events (in general)"
7930,7931,失常,精熟,第6級,,16,1,"[['失常', ['33160']]]",ㄕ ㄔㄤˊ,shīcháng,"not normal, an aberration"
7931,7932,時辰,精熟,第6級,,12,2,"[['時辰', ['33393']]]",ㄕˊ ㄔㄣˊ,shíchén,"time, one of the 12 two-hour periods of the day"
7932,7933,實地,精熟,第6級,,10,7,"[['實地', ['33412']]]",ㄕˊ ㄉㄧˋ,shídì,on-site
7933,7934,適度,精熟,第6級,,10,9,"[['適度', ['33742']]]",ㄕˋ ㄉㄨˋ,shìdù,"moderately, appropriate"
7934,7935,時段,精熟,第6級,,11,7,"[['時段', ['33368']]]",ㄕˊ ㄉㄨㄢˋ,shíduàn,"time interval, work shift, time slot, the twelve two-hour divisions of the day"
7935,7936,時而,精熟,第6級,,15,4,[],ㄕˊ ㄦˊ,shíér,"occasionally, from time to time"
7936,7937,視而不見,精熟,第6級,,7,1,"[['視而不見', ['33567']]]",ㄕˋ ㄦˊ ㄅㄨˋ ㄐㄧㄢˋ,shìérbùjiàn,"(idiom) to turn a blind eye to, to ignore"
7937,7938,師範,精熟,第6級,,11,5,"[['師範', ['33215']]]",ㄕ ㄈㄢˋ,shīfàn,"teacher-training, pedagogical, normal (school, e.g. Beijing Normal University)"
7938,7939,釋放,精熟,第6級,,26,27,"[['釋放', ['33771']]]",ㄕˋ ㄈㄤˋ,shìfàng,"to release, to set free, to liberate (a prisoner), to discharge"
7939,7940,時分,精熟,第6級,,18,5,"[['時分', ['33366']]]",ㄕˊ ㄈㄣˋ,shífèn,"time, period during the day, one of the 12 two-hour periods enumerated by the earthly branches 地支"
7940,7941,詩歌,精熟,第6級,,11,3,"[['詩歌', ['33250']]]",ㄕ ㄍㄜ,shīgē,"poem, CL:本[ben3], 首[shou3], 段[duan4]"
7941,7942,施工,精熟,第6級,,6,11,"[['施工', ['33199']]]",ㄕ ㄍㄨㄥ,shīgōng,"construction, to carry out construction or large-scale repairs"
7942,7943,嗜好,精熟,第6級,,13,4,"[['嗜好', ['33726']]]",ㄕˋ ㄏㄠˋ,shìhào,"hobby, indulgence, habit, addiction"
7943,7944,失衡,精熟,第6級,,8,6,[],ㄕ ㄏㄥˊ,shīhéng,"to unbalance, an imbalance"
7944,7945,失火,精熟,第6級,,4,3,"[['失火', ['33144']]]",ㄕ ㄏㄨㄛˇ,shīhuǒ,"to catch fire, to be on fire"
7945,7946,事蹟,精熟,第6級,,15,5,"[['事蹟', ['33653']]]",ㄕˋ ㄐㄧ,shìjī,something that an individual or group has done
7946,7947,世家,精熟,第6級,,8,3,"[['世家', ['33580']]]",ㄕˋ ㄐㄧㄚ,shìjiā,"family influential for generations, aristocratic family"
7947,7948,施加,精熟,第6級,,7,2,[],ㄕ ㄐㄧㄚ,shījiā,to exert (effort or pressure)
7948,7949,世間,精熟,第6級,,19,13,"[['世間', ['33591']]]",ㄕˋ ㄐㄧㄢ,shìjiān,"world, earth"
7949,7950,時節,精熟,第6級,,11,37,"[['時節', ['33378']]]",ㄕˊ ㄐㄧㄝˊ,shíjié,"season, time"
7950,7951,使節,精熟,第6級,,10,2,"[['使節', ['33470']]]",ㄕˇ ㄐㄧㄝˊ,shǐjié,(diplomatic) envoy
7951,7952,使勁,精熟,第6級,,11,2,"[['使勁', ['33471']]]",ㄕˇ ㄐㄧㄣˋ,shǐjìn,to exert all one's strength
7952,7953,詩句,精熟,第6級,,9,2,[],ㄕ ㄐㄩˋ,shījù,"verse, CL:行[hang2]"
7953,7954,失控,精熟,第6級,,14,9,"[['失控', ['33141']]]",ㄕ ㄎㄨㄥˋ,shīkòng,to go out of control
7954,7955,石塊,精熟,第6級,,9,10,[],ㄕˊ ㄎㄨㄞˋ,shíkuài,"stone, rock"
7955,7956,實況,精熟,第6級,,4,2,"[['實況', ['33418']]]",ㄕˊ ㄎㄨㄤˋ,shíkuàng,"live (e.g. broadcast or recording), what is actually happening, scene, the real situation"
7956,7957,實例,精熟,第6級,,15,2,"[['實例', ['33415']]]",ㄕˊ ㄌㄧˋ,shílì,"actual example, living example, illustration, demonstration, (computing) instance"
7957,7958,失利,精熟,第6級,,5,1,"[['失利', ['33137']]]",ㄕ ㄌㄧˋ,shīlì,"to lose, to suffer defeat"
7958,7959,失禮,精熟,第6級,,5,1,"[['失禮', ['33136']]]",ㄕ ㄌㄧˇ,shīlǐ,"to act discourteously, forgive me (for my impropriety)"
7959,7960,史料,精熟,第6級,,26,9,"[['史料', ['33455']]]",ㄕˇ ㄌㄧㄠˋ,shǐliào,historical material or data
7960,7961,失落,精熟,第6級,,16,14,"[['失落', ['33140']]]",ㄕ ㄌㄨㄛˋ,shīluò,"to lose (sth), to drop (sth), to feel a sense of loss, frustrated, disappointment, loss"
7961,7962,時髦,精熟,第6級,,10,4,"[['時髦', ['33365']]]",ㄕˊ ㄇㄠˊ,shímáo,"in vogue, fashionable"
7962,7963,市面,精熟,第6級,,10,22,"[['市面', ['33514']]]",ㄕˋ ㄇㄧㄢˋ,shìmiàn,the marketplace (i.e. the world of business and commerce)
7963,7964,失眠,精熟,第6級,,15,19,"[['失眠', ['33130']]]",ㄕ ㄇㄧㄢˊ,shīmián,to suffer from insomnia
7964,7965,使命,精熟,第6級,,20,21,"[['使命', ['33465']]]",ㄕˇ ㄇㄧㄥˋ,shǐmìng,"mission, long-term task to which one devotes oneself, a calling"
7965,7966,失明,精熟,第6級,,5,7,"[['失明', ['33131']]]",ㄕ ㄇㄧㄥˊ,shīmíng,"to lose one's eyesight, to become blind, blindness"
7966,7967,實情,精熟,第6級,,11,1,"[['實情', ['33428']]]",ㄕˊ ㄑㄧㄥˊ,shíqíng,"the actual situation, the truth"
7967,7968,世人,精熟,第6級,,25,19,"[['世人', ['33603']]]",ㄕˋ ㄖㄣˊ,shìrén,"people (in general), people around the world, everyone"
7968,7969,時日,精熟,第6級,,8,2,"[['時日', ['33400']]]",ㄕˊ ㄖˋ,shírì,"time, auspicious time, time and date, long period of time, this day"
7969,7970,時尚,精熟,第6級,,10,12,"[['時尚', ['33399']]]",ㄕˊ ㄕㄤˋ,shíshàng,"fashion, fad, fashionable"
7970,7971,時勢,精熟,第6級,,5,1,"[['時勢', ['33398']]]",ㄕˊ ㄕˋ,shíshì,"current situation, circumstances, current trend"
7971,7972,實施,精熟,第6級,,42,24,"[['實施', ['33439']]]",ㄕˊ ㄕ,shíshī,"to implement, to carry out"
7972,7973,適時,精熟,第6級,,15,12,"[['適時', ['33751']]]",ㄕˋ ㄕˊ,shìshí,"timely, apt to the occasion, in due course"
7973,7974,世事,精熟,第6級,,8,3,"[['世事', ['33600']]]",ㄕˋ ㄕˋ,shìshì,"affairs of life, things of the world"
7974,7975,逝世,精熟,第6級,,12,2,"[['逝世', ['33702']]]",ㄕˋ ㄕˋ,shìshì,"to pass away, to die"
7975,7976,史實,精熟,第6級,,8,1,"[['史實', ['33460']]]",ㄕˇ ㄕˊ,shǐshí,historical fact
7976,7977,世俗,精熟,第6級,,15,12,"[['世俗', ['33604']]]",ㄕˋ ㄙㄨˊ,shìsú,"profane, secular, worldly"
7977,7978,試探,精熟,第6級,,11,2,"[['試探', ['33617']]]",ㄕˋ ㄊㄢˋ,shìtàn,"to sound out, to probe, to feel out, to try out"
7978,7979,實體,精熟,第6級,,11,9,"[['實體', ['33413']]]",ㄕˊ ㄊㄧˇ,shítǐ,"entity, substance, thing that has a material existence (as opposed to a conceptual, virtual or online existence), the real thing (as opposed to an image or model of it)"
7979,7980,屍體,精熟,第6級,,47,11,"[['屍體', ['33121']]]",ㄕ ㄊㄧˇ,shītǐ,"dead body, corpse, carcass, CL:具[ju4]"
7980,7981,失調,精熟,第6級,,14,4,"[['失調', ['33135']]]",ㄕ ㄊㄧㄠˊ,shītiáo,"imbalance, to become dysfunctional, to lack proper care (after an illness etc)"
7981,7982,視聽,精熟,第6級,,4,3,"[['視聽', ['33552']]]",ㄕˋ ㄊㄧㄥ,shìtīng,knowledge; visual and auditory 
7982,7983,試圖,精熟,第6級,,57,22,"[['試圖', ['33619']]]",ㄕˋ ㄊㄨˊ,shìtú,"to attempt, to try"
7983,7984,示威,精熟,第6級,,8,32,"[['示威', ['33550']]]",ㄕˋ ㄨㄟ,shìwēi,"to demonstrate (as a protest), a demonstration, a military show of force"
7984,7985,實務,精熟,第6級,,26,10,"[['實務', ['33451']]]",ㄕˊ ㄨˋ,shíwù,"practice (customary action, as opposed to theory), practical"
7985,7986,時下,精熟,第6級,,5,4,"[['時下', ['33385']]]",ㄕˊ ㄒㄧㄚˋ,shíxià,"at present, right now"
7986,7987,時效,精熟,第6級,,2,0,"[['時效', ['33386']]]",ㄕˊ ㄒㄧㄠˋ,shíxiào,"timeliness, period of viability or validity, (law) prescription, limitation, (metallurgy) aging"
7987,7988,實行,精熟,第6級,,31,15,"[['實行', ['33435']]]",ㄕˊ ㄒㄧㄥˊ,shíxíng,"to implement, to carry out, to put into practice"
7988,7989,施行,精熟,第6級,,12,8,"[['施行', ['33201']]]",ㄕ ㄒㄧㄥˊ,shīxíng,"to put in place, to put into practice, to take effect"
7989,7990,誓言,精熟,第6級,,7,6,"[['誓言', ['33710']]]",ㄕˋ ㄧㄢˊ,shìyán,"to pledge, to promise, oath, vow"
7990,7991,飾演,精熟,第6級,,11,2,"[['飾演', ['33736']]]",ㄕˋ ㄧㄢˇ,shìyǎn,"to act, to play a part"
7991,7992,事宜,精熟,第6級,,10,2,"[['事宜', ['33665']]]",ㄕˋ ㄧˊ,shìyí,"matters, arrangements"
7992,7993,適宜,精熟,第6級,,5,4,"[['適宜', ['33755']]]",ㄕˋ ㄧˊ,shìyí,"suitable, appropriate"
7993,7994,示意,精熟,第6級,,14,1,"[['示意', ['33549']]]",ㄕˋ ㄧˋ,shìyì,"to hint, to indicate (an idea to sb)"
7994,7995,失意,精熟,第6級,,5,2,"[['失意', ['33181']]]",ㄕ ㄧˋ,shīyì,"disappointed, frustrated"
7995,7996,詩意,精熟,第6級,,5,2,"[['詩意', ['33259']]]",ㄕ ㄧˋ,shīyì,"poetry, poetic quality or flavor"
7996,7997,食用,精熟,第6級,,15,28,"[['食用', ['33360']]]",ㄕˊ ㄩㄥˋ,shíyòng,"to eat, to consume, edible"
7997,7998,食慾/食欲,精熟,第6級,,8,4,"[['食慾', ['33359']]]",ㄕˊ ㄩˋ,shíyù,appetite
7998,7999,實戰,精熟,第6級,,19,1,[],ㄕˊ ㄓㄢˋ,shízhàn,"real combat, actual combat"
7999,8000,施展,精熟,第6級,,10,2,"[['施展', ['33202']]]",ㄕ ㄓㄢˇ,shīzhǎn,"to use fully, to put to use"
8000,8001,使者,精熟,第6級,,18,2,"[['使者', ['33473']]]",ㄕˇ ㄓㄜˇ,shǐzhě,"emissary, envoy"
8001,8002,實證,精熟,第6級,,11,2,"[['實證', ['33438']]]",ㄕˊ ㄓㄥˋ,shízhèng,"actual proof, concrete evidence, empirical"
8002,8003,實質,精熟,第6級,,25,16,"[['實質', ['33436']]]",ㄕˊ ㄓˊ,shízhí,"substance, essence"
8003,8004,食指,精熟,第6級,,9,4,"[['食指', ['33349']]]",ㄕˊ ㄓˇ,shízhǐ,"index finger, (literary) mouths to feed"
8004,8005,適中,精熟,第6級,,3,3,"[['適中', ['33750']]]",ㄕˋ ㄓㄨㄥ,shìzhōng,"moderate, reasonable, conveniently situated"
8005,8006,十字架,精熟,第6級,,8,4,"[['十字架', ['33279']]]",ㄕˊ ㄗˋ ㄐㄧㄚˋ,shízìjià,"cross, crucifix, yoke one has to endure"
8006,8007,收成,精熟,第6級,,10,112,"[['收成', ['34126']]]",ㄕㄡ ㄔㄥˊ,shōuchéng,harvest
8007,8008,受挫,精熟,第6級,,6,1,"[['受挫', ['34335']]]",ㄕㄡˋ ㄘㄨㄛˋ,shòucuò,"thwarted, obstructed, setback"
8008,8009,守法,精熟,第6級,,4,2,"[['守法', ['34235']]]",ㄕㄡˇ ㄈㄚˇ,shǒufǎ,to abide by the law
8009,8010,手法,精熟,第6級,,37,15,"[['手法', ['34173']]]",ㄕㄡˇ ㄈㄚˇ,shǒufǎ,"technique, trick, skill"
8010,8011,收復,精熟,第6級,,7,1,"[['收復', ['34095']]]",ㄕㄡ ㄈㄨˋ,shōufù,"to recover (lost territory etc), to recapture"
8011,8012,手稿,精熟,第6級,,10,2,"[['手稿', ['34188']]]",ㄕㄡˇ ㄍㄠˇ,shǒugǎo,"manuscript, script"
8012,8013,收購,精熟,第6級,,14,8,"[['收購', ['34106']]]",ㄕㄡ ㄍㄡˋ,shōugòu,"to purchase (from various places), to acquire (a company)"
8013,8014,手腳,精熟,第6級,,23,15,"[['手腳', ['34194']]]",ㄕㄡˇ ㄐㄧㄠˇ,shǒujiǎo,"hand and foot, movement of limbs, action, trick, step in a procedure (CL:道[dao4])"
8014,8015,守舊,精熟,第6級,,4,1,"[['守舊', ['34245']]]",ㄕㄡˇ ㄐㄧㄡˋ,shǒujiù,"conservative, reactionary"
8015,8016,授課,精熟,第6級,,6,3,"[['授課', ['34348']]]",ㄕㄡˋ ㄎㄜˋ,shòukè,"to teach, to give lessons"
8016,8017,首領,精熟,第6級,,17,2,"[['首領', ['34270']]]",ㄕㄡˇ ㄌㄧㄥˇ,shǒulǐng,"head, boss, chief"
8017,8018,收留,精熟,第6級,,5,3,"[['收留', ['34100']]]",ㄕㄡ ㄌㄧㄡˊ,shōuliú,"to offer shelter, to have sb in one's care"
8018,8019,收錄,精熟,第6級,,10,4,"[['收錄', ['34103']]]",ㄕㄡ ㄌㄨˋ,shōulù,"to include (in a collection), to put together (stories, poems etc), to record, to employ, to recruit"
8019,8020,收買,精熟,第6級,,6,1,"[['收買', ['34090']]]",ㄕㄡ ㄇㄞˇ,shōumǎi,"to purchase, to bribe"
8020,8021,手帕,精熟,第6級,,11,10,"[['手帕', ['34171']]]",ㄕㄡˇ ㄆㄚˋ,shǒupà,"handkerchief, CL:方[fang1]"
8021,8022,手槍,精熟,第6級,,12,2,"[['手槍', ['34201']]]",ㄕㄡˇ ㄑㄧㄤ,shǒuqiāng,"pistol, CL:把[ba3]"
8022,8023,授權,精熟,第6級,,14,8,"[['授權', ['34350']]]",ㄕㄡˋ ㄑㄩㄢˊ,shòuquán,to authorize
8023,8024,收容,精熟,第6級,,5,28,"[['收容', ['34133']]]",ㄕㄡ ㄖㄨㄥˊ,shōuróng,"to provide a place to stay, to house, to accommodate, (of an institution etc) to take in, to accept"
8024,8025,首飾,精熟,第6級,,6,2,"[['首飾', ['34284']]]",ㄕㄡˇ ㄕˋ,shǒushì,"jewelry, head ornament"
8025,8026,受損,精熟,第6級,,15,12,"[['受損', ['34336']]]",ㄕㄡˋ ㄙㄨㄣˇ,shòusǔn,to suffer damage
8026,8027,收縮,精熟,第6級,,12,5,"[['收縮', ['34138']]]",ㄕㄡ ㄙㄨㄛ,shōusuō,"to pull back, to shrink, to contract, (physiology) systole"
8027,8028,手頭,精熟,第6級,,5,2,"[['手頭', ['34181']]]",ㄕㄡˇ ㄊㄡˊ,shǒutóu,"on hand, at hand, one's financial situation"
8028,8029,守衛,精熟,第6級,,8,2,"[['守衛', ['34259']]]",ㄕㄡˇ ㄨㄟˋ,shǒuwèi,"to guard, to defend"
8029,8030,首席,精熟,第6級,,10,4,"[['首席', ['34279']]]",ㄕㄡˇ ㄒㄧˊ,shǒuxí,"chief (representative, correspondent etc)"
8030,8031,受限,精熟,第6級,,5,4,"[['受限', ['34321']]]",ㄕㄡˋ ㄒㄧㄢˋ,shòuxiàn,"to be limited, to be restricted, to be constrained"
8031,8032,首相,精熟,第6級,,8,16,"[['首相', ['34281']]]",ㄕㄡˇ ㄒㄧㄤˋ,shǒuxiàng,prime minister (of Japan or UK etc)
8032,8033,壽星,精熟,第6級,,1,2,"[['壽星', ['34375']]]",ㄕㄡˋ ㄒㄧㄥ,shòuxīng,"god of longevity, elderly person whose birthday is being celebrated"
8033,8034,受訓,精熟,第6級,,7,6,"[['受訓', ['34323']]]",ㄕㄡˋ ㄒㄩㄣˋ,shòuxùn,to receive training
8034,8035,收養,精熟,第6級,,10,8,"[['收養', ['34143']]]",ㄕㄡ ㄧㄤˇ,shōuyǎng,"to take in and care for (an elderly person, a dog etc), to adopt (a child), adoption"
8035,8036,首要,精熟,第6級,,12,9,"[['首要', ['34290']]]",ㄕㄡˇ ㄧㄠˋ,shǒuyào,"the most important, of chief importance"
8036,8037,受益,精熟,第6級,,9,6,"[['受益', ['34337']]]",ㄕㄡˋ ㄧˋ,shòuyì,"to benefit from, profit"
8037,8038,手藝,精熟,第6級,,9,8,"[['手藝', ['34221']]]",ㄕㄡˇ ㄧˋ,shǒuyì,"craftmanship, workmanship, handicraft, trade"
8038,8039,收益,精熟,第6級,,9,10,"[['收益', ['34139']]]",ㄕㄡ ㄧˋ,shōuyì,"earnings, profit"
8039,8040,手肘,精熟,第6級,,12,3,"[['手肘', ['34209']]]",ㄕㄡˇ ㄓㄡˇ,shǒuzhǒu,elbow
8040,8041,手足,精熟,第6級,,11,3,"[['手足', ['34217']]]",ㄕㄡˇ ㄗㄨˊ,shǒuzú,"hands and feet, (fig.) brothers, retinue, henchmen, accomplices"
8041,8042,豎,精熟,第6級,,9,3,"[['豎', ['35470']]]",ㄕㄨˋ,shù,"to erect, vertical, vertical stroke (in Chinese characters)"
